	DFCI.11-104.02-Tumor COMB.csv	DFCI.11-104.13 COMB.csv	MO_1008-Tumor_Bone COMB.csv	MO_1008-Tumor_Dura COMB.csv	MO_1012-Abdomen COMB.csv	MO_1012-Subcut COMB.csv	MO_1013-Tumour COMB.csv	MO_1014-Tumour COMB.csv	MO_1015-Tumor COMB.csv	MO_1020-Tumor COMB.csv	MO_1021-Tumor COMB.csv	MO_1040-Tumor COMB.csv	MO_1054-Tumor COMB.csv	MO_1074-Tumor COMB.csv	MO_1084-Tumor COMB.csv	MO_1094-Tumor COMB.csv	MO_1095-Tumor COMB.csv	MO_1096-Tumor COMB.csv	MO_1105-Tumor COMB.csv	MO_1114-Tumor COMB.csv	MO_1124-Tumor COMB.csv	MO_1128-Tumor COMB.csv	MO_1130-Tumor COMB.csv	MO_1132-Tumor COMB.csv	MO_1139-Tumor COMB.csv	MO_1162-Tumor COMB.csv	MO_1176-Tumor COMB.csv	MO_1179-Tumor COMB.csv	MO_1184-Tumor COMB.csv	MO_1192-Tumor COMB.csv	MO_1202-Tumor COMB.csv	MO_1215-Tumor COMB.csv	MO_1219-Tumor COMB.csv	MO_1221-Tumor COMB.csv	MO_1232-Tumor COMB.csv	MO_1241-Tumor COMB.csv	MO_1244-Tumor COMB.csv	MO_1249-Tumor COMB.csv	MO_1262-Tumor COMB.csv	MO_1263-Tumor COMB.csv	PROS10448-1115149-Tumor-SM-5EEBJ COMB.csv	PROS10448-SUTC.01115082-Tumor-SM-47C6B COMB.csv	PROS10448-SUTC.01115091-Tumor-SM-4JC71 COMB.csv	PROS10448-SUTC.01115092-Tumor-SM-4JC74 COMB.csv	PROS12319B-SU2C-06115116-Tumor-SM-4W2NB COMB.csv	SC_9009-Tumor COMB.csv	SC_9012-Tumor COMB.csv	SC_9025-Tumor COMB.csv	SC_9063-Tumor COMB.csv	SC_9066-Tumor COMB.csv	P00-000450 COMB.csv	P01-28 COMB.csv	P02-1562 COMB.csv	P02-2035 COMB.csv	P03-1334 COMB.csv	P03-1426 COMB.csv	P03-1906 COMB.csv	P03-2345 COMB.csv	P03-2620 COMB.csv	P03-3391 COMB.csv	P03-3676 COMB.csv	P03-595 COMB.csv	P03-871 COMB.csv	P04-1084 COMB.csv	P04-1243 COMB.csv	P04-1421 COMB.csv	P04-1790 COMB.csv	P04-2599 COMB.csv	P04-2641 COMB.csv	P04-2666 COMB.csv	P04-2740 COMB.csv	P04-47 COMB.csv	P04-594 COMB.csv	P05-2212 COMB.csv	P05-2594 COMB.csv	P05-3436 COMB.csv	P05-3829 COMB.csv	P05-3852 COMB.csv	P05-3859 COMB.csv	P05-620 COMB.csv	P06-1125 COMB.csv	P06-1696 COMB.csv	P06-2325 COMB.csv	P06-3939 COMB.csv	P06-4428 COMB.csv	P07-144 COMB.csv	P07-837 COMB.csv	P08-2516 COMB.csv	P08-590 COMB.csv	P09-120 COMB.csv	P09-1372 COMB.csv	P09-1580 COMB.csv	P09-2497 COMB.csv	P09-649 COMB.csv	PR-00-1165 COMB.csv	PR-00-160 COMB.csv	PR-00-1823 COMB.csv	PR-0099 COMB.csv	PR-01-1934 COMB.csv	PR-01-2382 COMB.csv
Nectin/Necl  trans heterodimerization	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Nef and signal transduction	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
Nef Mediated CD4 Down-regulation	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nef Mediated CD8 Down-regulation	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nef mediated downregulation of CD28 cell surface expression	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Nef mediated downregulation of MHC class I complex cell surface expression	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1
Negative epigenetic regulation of rRNA expression	11	2	0	1	2	3	2	0	1	1	1	0	0	0	1	0	0	4	4	0	0	0	5	0	0	6	3	6	0	1	2	0	1	3	4	3	3	1	2	0	0	3	1	1	4	0	1	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	1	0	1	1	0	0	0	0	0
Negative regulation of FGFR signaling	1	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	4	6	1	1	6	1	7	1	1	0	0	0	4	2	1	1	3	1	1	0	0	1	1	1	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0
negative regulation of TCF-dependent signaling by DVL-interacting proteins	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of TCF-dependent signaling by WNT ligand antagonists	3	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	2	0	2	1	0	0	0	0	1	2	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Negative regulation of the PI3K/AKT network	3	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	2	0	0	2	0	2	0	0	1	0	2	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Negative regulators of RIG-I/MDA5 signaling	6	1	0	0	4	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
NEP/NS2 Interacts with the Cellular Export Machinery	6	0	0	0	3	3	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	3	0	1	2	1	1	2	0	2	1	0	2	0	1	0	1	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Nephrin interactions	2	1	0	0	4	2	2	0	1	0	0	0	0	1	0	0	3	1	0	0	0	1	0	1	1	5	0	4	1	0	0	0	0	0	5	0	1	0	1	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Netrin mediated repulsion signals	1	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Netrin-1 signaling	3	1	1	2	8	8	4	3	1	0	0	0	0	0	0	0	1	1	0	2	1	1	1	0	0	2	1	9	1	1	0	2	0	7	5	1	0	3	1	1	0	1	1	2	1	0	0	2	1	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0
Neurofascin interactions	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Neuronal System	33	6	10	10	28	27	18	5	11	1	1	1	3	3	4	0	0	4	7	4	1	2	10	2	3	17	3	21	3	3	5	3	1	22	20	9	5	4	10	2	1	2	9	15	10	2	5	1	4	5	0	2	1	3	1	2	1	1	2	1	0	2	1	0	4	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	1	1	2	1	1	0	0	0	1	5	1	0	12	1	0	0	0	1
Neurophilin interactions with VEGF and VEGFR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurotoxicity of clostridium toxins	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurotransmitter Clearance In The Synaptic Cleft	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	13	2	3	2	7	9	6	1	6	0	0	0	2	2	2	0	0	1	3	3	1	1	8	0	3	9	1	11	2	1	1	3	1	17	5	4	5	0	4	0	0	1	3	10	4	2	4	0	3	2	0	0	1	3	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	0	0	1
Neurotransmitter Release Cycle	6	2	0	1	5	6	4	2	2	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	3	0	4	0	0	1	0	0	2	4	1	0	1	2	1	0	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Neurotransmitter uptake and Metabolism In Glial Cells	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NFG and proNGF binds to p75NTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	3	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NF-kB is activated and signals survival	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGF processing	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGF signalling via TRKA from the plasma membrane	24	5	7	4	17	12	9	6	5	2	0	0	1	4	2	4	3	5	3	5	3	5	11	4	2	16	2	27	1	4	2	4	1	14	11	6	2	7	4	5	0	4	5	5	6	3	4	0	3	1	2	1	1	3	1	1	0	0	2	1	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	2	3	1	0	0	0	2	3	0	0	0	1	1	3	1	15	2	1	2	3	4
NGF-independant TRKA activation	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Glycan antennae elongation	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
N-glycan antennae elongation in the medial/trans-Golgi	2	1	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
N-glycan trimming and elongation in the cis-Golgi	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	2	1	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NICD traffics to nucleus	2	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinamide salvaging	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nicotinate metabolism	2	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	2	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nitric oxide stimulates guanylate cyclase	2	0	1	2	5	3	4	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	2	1	3	1	0	0	2	0	2	4	1	2	0	3	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
NOD1/2 Signaling Pathway	7	1	0	0	3	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	3	0	1	0	0	0	2	1	2	2	1	1	1	0	1	1	3	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0
Nonhomologous End-joining (NHEJ)	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non-integrin membrane-ECM interactions	4	3	0	0	13	9	0	4	1	0	0	2	0	0	1	0	1	0	2	0	0	0	2	1	0	4	1	4	0	0	0	2	0	3	4	1	0	1	1	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	4	1	1	0	0	0
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	14	2	4	3	6	2	5	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	9	1	1	6	1	7	1	0	2	1	0	7	4	2	5	1	4	0	2	2	1	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	10	2	3	3	3	1	5	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	7	0	1	4	1	5	1	0	1	1	0	5	4	2	4	0	4	0	1	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Nonsense-Mediated Decay (NMD)	14	2	4	3	6	2	5	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	9	1	1	6	1	7	1	0	2	1	0	7	4	2	5	1	4	0	2	2	1	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
NoRC negatively regulates rRNA expression	11	1	0	1	2	3	2	0	1	1	1	0	0	0	1	0	0	4	4	0	0	0	5	0	0	6	3	6	0	1	2	0	1	2	3	3	3	1	2	0	0	3	1	1	4	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0
Norepinephrine Neurotransmitter Release Cycle	2	1	0	1	4	3	3	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	3	0	0	0	0	0	1	2	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
NOSIP mediated eNOS trafficking	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOSTRIN mediated eNOS trafficking	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTCH1 Intracellular Domain Regulates Transcription	3	2	2	1	6	5	6	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	3	3	4	0	1	0	0	0	1	4	2	2	1	2	0	0	3	3	4	3	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
NOTCH2 Activation and Transmission of Signal to the Nucleus	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	1	2	0	0	0	2	0	2	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTCH2 intracellular domain regulates transcription	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Notch-HLH transcription pathway	2	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRAGE signals death through JNK	4	3	2	3	8	5	3	0	2	0	0	1	0	0	2	1	2	4	2	0	0	1	2	0	2	7	2	6	2	1	1	0	0	3	4	0	1	2	2	1	0	0	2	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0
NrCAM interactions	0	1	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRIF signals cell death from the nucleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
